,row_ID,unit_ID,sig_ID,main_street,cross_street,route,milepoint,times,owner,type,int_ID,ATMSID,geometry
696,697,MPW008645,SIG008645,BLUE LICK,PRESTON,KY-61,3.62,24 HOURS,KYTC,1,193330577514,,POINT (-85.68417066088023 38.13377420926451)
697,698,MPW008972,SIG008972,CHAMPIONS TRACE,NEWBURG,KY-1703,1.43,24 HOURS,KYTC,1,201923804455,,POINT (-85.67738753926062 38.19381137905928)
698,699,MPW008817,SIG008817,MILES,COOPER VILLAGE,KY-61,2.91,24 HOURS,KYTC,1,206084379677,,POINT (-85.67922611167114 38.12436450746502)
699,700,MPW004448,SIG004448,NEW CUT,PARK,KY-1865,3.383,24 HOURS,KYTC,1,207614553496,,POINT (-85.77758342502281 38.15592415419985)
700,701,MPW008748,SIG008748,JENNINGS,PRODUCE,,,24 HOURS,METRO,1,208463333516,,POINT (-85.68221719893597 38.18469112397029)
701,702,MPW002380,SIG002380,DIXIE,HEATON,US-31W,14.45,24 HOURS,KYTC,1,208911612286,,POINT (-85.8160519234434 38.18094131212839)
702,703,MPW004551,SIG004551,NEW CUT,OLD NEW CUT,KY-1865,0.61,24 HOURS,KYTC,1,211374553D66,,POINT (-85.77537314721708 38.11762512259274)
703,704,MPW001633,SIG001633,STONESTREET,3RD STREET,KY-907,1.92,24 HOURS,KYTC,1,224016179644,,POINT (-85.83699162773581 38.113011903045276)
704,705,MPW018011,SIG018011,DIXIE,VESPER,US-31W,8.42,24 HOURS,KYTC,1,230941612690,,POINT (-85.86846755384607 38.104910170067626)
705,706,MPW000312,SIG000312,DIXIE,FLOWERVALE,US-31W,6.9,24 HOURS,KYTC,1,233851612225,,POINT (-85.8798391640319 38.085390126068475)
706,707,MPW000438,SIG000438,DIXIE,GREENBELT RAMP,US-31W,7.350000000000001,24 HOURS,KYTC,1,240231612D78,,POINT (-85.87498888994685 38.093747227967995)
707,708,MPW013727,SIG013727,HURSTBOURNE,SHANE,KY-1747,10.82,24 HOURS,KYTC,1,244589126D88,,POINT (-85.59368160940477 38.21331369365384)
708,709,MPW011008,SIG011008,FEGENBUSH,BURNT PINE,,,24 HOURS,METRO,1,2,,POINT (-85.63991770002619 38.17173852254924)
709,710,MPW010731,SIG010731,I 265 RAMP,SMYRNA,I-265,13.54,24 HOURS,KYTC,1,2785299966026,,POINT (-85.64344579111275 38.11943711290291)
710,711,MPW010715,SIG010715,I 265 RAMP,SMYRNA,I-265,13.54,24 HOURS,KYTC,1,2785199966026,,POINT (-85.6436305082034 38.116880358456065)
711,712,MPW004519,SIG004519,NEW CUT,OUTER,KY-1065,1.03,24 HOURS,KYTC,1,277544553481,,POINT (-85.77612583984377 38.126393934909885)
712,713,MPW017873,SIG017873,GREEN MEADOWS,HIKES,,,24 HOURS,METRO,1,37982712293,,POINT (-85.65849443683162 38.20002725923416)
713,714,MPW017881,SIG017881,BUECHEL BANK,COTTAGEMEADOW,,,24 HOURS,METRO,1,2,,POINT (-85.64901580349422 38.177940360931615)
714,715,MPW008865,SIG008865,GARDEN,LEXINGTON,US-60,9.225,24 HOURS,KYTC,1,152242470383,,POINT (-85.68060038319953 38.24866367548314)
715,716,MPW003155,SIG003155,DIXIE,RALPH,US-31W,16.41,24 HOURS,KYTC,1,152801612539,,POINT (-85.79947111600143 38.20603211398308)
716,717,MPW007121,SIG007121,MELLWOOD,SPRING,US-42,0.587,24 HOURS,KYTC,1,155094326609,,POINT (-85.72224006786665 38.25550315043555)
717,718,MPW006668,SIG006668,CAMPBELL,MARKET,US-31W,16.825,24 HOURS,KYTC,1,155250924421,,POINT (-85.73602332403824 38.252972051136865)
718,719,MPW005264,SIG005264,BROADWAY,9TH,US-150,1.929,24 HOURS,KYTC,1,155520702456,,POINT (-85.76651430643032 38.24687417201359)
719,720,MPW005672,SIG005672,CHESTNUT,5TH,,,24 HOURS,METRO,1,156191114220,,POINT (-85.75953092603096 38.24913462751588)
720,721,MPW007959,SIG007959,EWING,FRANKFORT,US-60,1.12,24 HOURS,KYTC,1,156581994232,,POINT (-85.69988229083337 38.25375465735058)
721,722,MPW005768,SIG005768,BRANDEIS,BROOK,,,24 HOURS,METRO,1,157680647070,,POINT (-85.75667008305798 38.22005704325434)
722,723,MPW005546,SIG005546,BRANDEIS,3RD,KY-1020,10.235,24 HOURS,KYTC,1,157690648643,,POINT (-85.76142183325592 38.21929683623454)
723,724,MPW007145,SIG007145,BARDSTOWN,GRINSTEAD,US-31E,15.423,24 HOURS,KYTC,1,160420384266,,POINT (-85.72098497707896 38.238419115540076)
724,725,MPW007105,SIG007105,BAXTER,GRINSTEAD,KY-1703,5.487,24 HOURS,KYTC,1,160460417266,,POINT (-85.72236948604176 38.23779334740647)
725,726,MPW007315,SIG007315,BARDSTOWN,LONGEST,US-31E,15.06,24 HOURS,KYTC,1,160670384393,,POINT (-85.71551490976545 38.235414205920016)
726,727,MPW017871,SIG017871,BARDSTOWN,LONGEST,US-31E,15.119000000000002,24 HOURS,KYTC,1,160670384393,,POINT (-85.71640985892414 38.235901039335815)
727,728,MPW007318,SIG007318,BAXTER,EASTERN,US-60,6.44,24 HOURS,KYTC,1,161180417183,,POINT (-85.71529284126802 38.22893644387573)
728,729,MPW005920,SIG005920,FLOYD,WOODBINE,,,24 HOURS,METRO,1,161432254726,,POINT (-85.75253239493262 38.22926233616076)
729,730,MPW006371,SIG006371,BURNETT,SHELBY,,,24 HOURS,METRO,1,161870774593,,POINT (-85.74226583969293 38.224794002374104)
730,731,MPW006115,SIG006115,BRANDEIS,PRESTON,KY-61,10.652,24 HOURS,KYTC,1,162190647514,,POINT (-85.74793982586715 38.21975297156155)
731,732,MPW006544,SIG006544,BRECKINRIDGE,LOGAN,KY-864,15.071000000000002,24 HOURS,KYTC,1,163060657392,,POINT (-85.73902899572393 38.23976545791466)
732,733,MPW006399,SIG006399,HANCOCK,JEFFERSON,,,24 HOURS,METRO,1,163912796332,,POINT (-85.74231226843956 38.25224492347473)
733,734,MPW006495,SIG006495,CLAY,JEFFERSON,,,24 HOURS,METRO,1,163921167332,,POINT (-85.74029378862457 38.25202249435363)
734,735,MPW006454,SIG006454,CHESTNUT,CLAY,,,24 HOURS,METRO,1,164451113116,,POINT (-85.74114598933289 38.24713578655944)
735,736,MPW005897,SIG005897,W BROADWAY,S 1ST ST,US-150,2.655,24 HOURS,KYTC,1,164660701070,,POINT (-85.75338394168162 38.245721390266716)
736,737,MPW005986,SIG005986,BROADWAY,BROOK,US-150,2.729,24 HOURS,KYTC,1,164700701070,,POINT (-85.7517193871876 38.245598279117225)
737,738,MPW007280,SIG007280,BROWNSBORO,MELLWOOD,US-42,1.022,24 HOURS,KYTC,1,165390724432,,POINT (-85.71687326857348 38.26013443032804)
738,739,MPW005398,SIG005398,KENTUCKY,7TH,,,24 HOURS,METRO,1,166583532589,,POINT (-85.7644621089627 38.24004206010386)
739,740,MPW005864,SIG005864,RIVER,3RD,KY-3077,0.362,24 HOURS,KYTC,1,166905529643,,POINT (-85.75448769268777 38.258531189354855)
740,741,MPW005733,SIG005733,5TH,MAIN,US-31W,21.842,24 HOURS,KYTC,1,167092207413,,POINT (-85.75818399738908 38.2568063448166)
741,742,MPW005789,SIG005789,4TH,MARKET,US-31W,21.86,24 HOURS,KYTC,1,167182305421,,POINT (-85.75679045971327 38.2552374424917)
742,743,MPW005548,SIG005548,LIBERTY,7TH,,,24 HOURS,METRO,1,167273845589,,POINT (-85.76212554155065 38.25361146989583)
743,744,MPW005775,SIG005775,4TH,LIBERTY,,,24 HOURS,METRO,1,167322305384,,POINT (-85.7571557284034 38.25307656939118)
744,745,MPW005443,SIG005443,8TH,MUHAMMAD ALI,,,24 HOURS,METRO,1,167401885701,,POINT (-85.76411534643972 38.25186817574454)
745,746,MPW005760,SIG005760,4TH,MUHAMMAD ALI,,,24 HOURS,METRO,1,167472305701,,POINT (-85.75749166916586 38.25113973076592)
746,747,MPW005968,SIG005968,1ST,JEFFERSON,,,24 HOURS,METRO,1,167692223332,,POINT (-85.75205404651453 38.25329771974139)
747,748,MPW006060,SIG006060,BROOK,JEFFERSON,I-65,3.624,24 HOURS,KYTC,1,167700707332,,POINT (-85.7504029203978 38.25311639795964)
748,749,MPW005868,SIG005868,2ND,MUHAMMAD ALI,KY-1020,12.437,24 HOURS,KYTC,1,167785872701,,POINT (-85.75427462371947 38.25078737090865)
749,750,MPW006005,SIG006005,BROOK,MUHAMMAD ALI,,,24 HOURS,METRO,1,167810707701,,POINT (-85.7515576333132 38.25049199080821)
750,751,MPW005069,SIG005069,MAIN,12TH,US-31W,21.208,24 HOURS,KYTC,1,167884139656,,POINT (-85.76976816826252 38.258081215432576)
751,752,MPW005111,SIG005111,11TH,MUHAMMAD ALI,,,24 HOURS,METRO,1,168251899701,,POINT (-85.76907274510826 38.25241435589864)
752,753,MPW008473,SIG008473,FERN VALLEY,JEANINE,KY-1747,2.4,24 HOURS,KYTC,1,2,,POINT (-85.68854701347084 38.15786361081072)
753,754,MPW007036,SIG007036,DURRETT,PRESTON,KY-61,7.888000000000001,24 HOURS,KYTC,1,181181715514,,POINT (-85.72419270064013 38.186338243067524)
754,755,MPW007230,SIG007230,PRESTON,I 65 RAMP,KY-61,7.245,24 HOURS,KYTC,1,182705144999,,POINT (-85.7172274614772 38.178907065893185)
755,756,MPW004156,SIG004156,BROOKLINE,TAYLOR,KY-1865,4.715,24 HOURS,KYTC,1,183690711639,,POINT (-85.78257339197137 38.175092819183526)
756,757,MPW007388,SIG007388,ALDER,PRESTON,KY-61,6.874000000000001,24 HOURS,KYTC,1,184160052514,,POINT (-85.71273992135603 38.174670867771255)
757,758,MPW008643,SIG008643,INDIAN,POPLAR LEVEL,KY-864,9.22,24 HOURS,KYTC,1,2,,POINT (-85.68493169902227 38.17158347746995)
758,759,MPW005019,SIG005019,INVERNESS,3RD,,,24 HOURS,METRO,1,186333167643,,POINT (-85.76873485222536 38.16740919113294)
759,760,MPW003192,SIG003192,MANSLICK,MELODY,,,24 HOURS,METRO,1,187844163432,,POINT (-85.79794793955097 38.16048515054184)
760,761,MPW004603,SIG004603,NEW CUT,3RD STREET,KY-1865,2.668,24 HOURS,KYTC,1,189954553644,,POINT (-85.77526246044123 38.145822259014274)
761,762,MPW007986,SIG007986,MINOR,OUTER,KY-1065,5.47,24 HOURS,KYTC,1,192614406481,,POINT (-85.69712249896304 38.13619549461336)
762,763,MPW006052,SIG006052,FAIRDALE,NATIONAL,KY-1020,2.66,24 HOURS,KYTC,1,197642111453,,POINT (-85.74773487927266 38.112579002884836)
763,764,MPW004141,SIG004141,CARLISLE,TAYLOR,KY-1865,6.05,24 HOURS,KYTC,1,200610964639,,POINT (-85.78310617480857 38.19417100948467)
764,765,MPW003993,SIG003993,BRUCE,PALATKA,KY-1142,0.991,24 HOURS,KYTC,1,202740730493,,POINT (-85.78458700674571 38.15193900795388)
765,766,MPW006746,SIG006746,FERN VALLEY,GRADE,KY-1747,0.0,24 HOURS,KYTC,1,206782190259,,POINT (-85.73190954163906 38.15716978429081)
766,767,MPW005201,SIG005201,NATIONAL,SOUTHSIDE,KY-1020,7.04,24 HOURS,KYTC,1,207804535606,,POINT (-85.76562649781626 38.15253611501638)
767,768,MPW004811,SIG004811,PALATKA,SOUTHSIDE,KY-907,6.598000000000001,24 HOURS,KYTC,1,207974939606,,POINT (-85.77175469917321 38.14874863528765)
768,769,MPW005959,SIG005959,CRITTENDEN,HURON,KY-1631,0.421,24 HOURS,KYTC,1,210031342303,,POINT (-85.75091093354452 38.19402686246093)
769,770,MPW001726,SIG001726,DIXIE,LOWER HUNTERS,US-31W,12.44,24 HOURS,KYTC,1,218221612396,,POINT (-85.83456698730112 38.15613023048316)
770,771,MPW001105,SIG001105,DIXIE,JOHNSONTOWN,US-31W,9.75,24 HOURS,KYTC,1,222611612335,,POINT (-85.85569411356055 38.121212838779066)
771,772,MPW000877,SIG000877,CITATION,DIXIE,US-31W,9.1,24 HOURS,KYTC,1,223911147161,,POINT (-85.86251823963832 38.11329287187068)
772,773,MPW001735,SIG001735,BLANTON,DIXIE,US-31W,12.54,24 HOURS,KYTC,1,229520551161,,POINT (-85.83400217997414 38.1573664174612)
773,774,MPW001649,SIG001649,DIXIE,ST PAULS CHURCH,US-31W,12.02,24 HOURS,KYTC,1,229821612580,,POINT (-85.83693177126807 38.150612371505794)
774,775,MPW002202,SIG002202,BLANTON,ST ANDREWS CHURCH,KY-1931,4.41,24 HOURS,KYTC,1,230250551578,,POINT (-85.81940322002232 38.15181900839122)
775,776,MPW000184,SIG000184,DIXIE,PENDLETON,US-31W,5.29,24 HOURS,KYTC,1,231731612501,,POINT (-85.88656740444759 38.062303337687794)
776,777,MPW002066,SIG002066,DIXIE,ROCKFORD,US-31W,13.84,24 HOURS,KYTC,1,236901612556,,POINT (-85.82332883953055 38.174337301482915)
777,778,MPW005159,SIG005159,OAK,9TH STREET RAMP,,,24 HOURS,METRO,1,995464719E70,,POINT (-85.76783667636546 38.23572419051735)
778,779,MPW017849,SIG017849,PORTER,HURSTBOURNE,KY-1747,14.25,24 HOURS,KYTC,1,27931E9179125,,POINT (-85.57979927167278 38.25603212907839)
779,780,MPW002654,SIG002654,LOUIS COLEMAN JR,YOUNG,,,24 HOURS,METRO,1,28185E9857435,,POINT (-85.81183423236169 38.23028437704571)
780,781,MPW017880,SIG017880,PROGRESS,BUECHEL BANK,,,24 HOURS,METRO,1,2,,POINT (-85.65155221504051 38.17810512618951)
781,782,MPW006964,SIG006964,BARRET,OAK,,,24 HOURS,METRO,1,151570395471,,POINT (-85.72765698547518 38.235737845784044)
782,783,MPW008569,SIG008569,ALTA VISTA,LEXINGTON,US-60,8.746,24 HOURS,KYTC,1,152440089383,,POINT (-85.68790093790999 38.245376417902186)
783,784,MPW003410,SIG003410,DIXIE,WATHEN,US-31W,17.18,24 HOURS,KYTC,1,154231612705,,POINT (-85.79526660985177 38.2164695178028)
784,785,MPW004623,SIG004623,CENTRAL,TAYLOR,US-60,2.293,24 HOURS,KYTC,1,154451041639,,POINT (-85.77619453561682 38.20633665413044)
785,786,MPW005276,SIG005276,CENTRAL,4TH,,,24 HOURS,METRO,1,154521041230,,POINT (-85.76556853403427 38.20515972497597)
786,787,MPW006785,SIG006785,BAXTER,CHESTNUT,US-31,15.997,24 HOURS,KYTC,1,155340417111,,POINT (-85.7329419211339 38.25120299492426)
787,788,MPW006828,SIG006828,BAXTER,LIBERTY,US-31E,16.422,24 HOURS,KYTC,1,155380417384,,POINT (-85.73171049266432 38.24978064315577)
788,789,MPW005479,SIG005479,BROADWAY,7TH,US-150,2.06,24 HOURS,KYTC,1,155550702589,,POINT (-85.76337922167221 38.24644885294625)
789,790,MPW005711,SIG005711,BROADWAY,4TH,US-150,2.381,24 HOURS,KYTC,1,155600702230,,POINT (-85.75838452372189 38.24608671617141)
790,791,MPW006790,SIG006790,PHILLIPS,PRESTON,KY-61,8.768,24 HOURS,KYTC,1,156885051514,,POINT (-85.73161321300837 38.19766026045198)
791,792,MPW008246,SIG008246,BARDSTOWN,DOUGLASS,US-31E,13.643,24 HOURS,KYTC,1,158720384166,,POINT (-85.69394777415395 38.224578036736055)
792,793,MPW006013,SIG006013,BURNETT,HILL,,,24 HOURS,METRO,1,161780774293,,POINT (-85.75089684455955 38.22597467468522)
793,794,MPW006047,SIG006047,BRECKINRIDGE,FLOYD,,,24 HOURS,METRO,1,162830657225,,POINT (-85.7504709814239 38.2409654034291)
794,795,MPW006189,SIG006189,BRECKINRIDGE,JACKSON,KY-61,11.967,24 HOURS,KYTC,1,162910657329,,POINT (-85.74639694635636 38.24053071508823)
795,796,MPW006019,SIG006019,FLOYD,KENTUCKY,,,24 HOURS,METRO,1,163392254353,,POINT (-85.75099390070073 38.23800255463215)
796,797,MPW006103,SIG006103,KENTUCKY,PRESTON,KY-61,11.84,24 HOURS,KYTC,1,163433531514,,POINT (-85.74883540756656 38.23776920361288)
797,798,MPW006795,SIG006795,BARRET,ST ANTHONY,,,24 HOURS,METRO,1,163630395578,,POINT (-85.73243944472698 38.24187851933382)
798,799,MPW006287,SIG006287,JACKSON,LIBERTY,KY-61,12.7,24 HOURS,KYTC,1,163973292384,,POINT (-85.74456990017319 38.251119910846334)
799,800,MPW006379,SIG006379,HANCOCK,LIBERTY,,,24 HOURS,METRO,1,163992796384,,POINT (-85.74255019553232 38.25090028647749)
800,801,MPW006524,SIG006524,BROADWAY,SHELBY,US-150,3.404,24 HOURS,KYTC,1,164800701593,,POINT (-85.73951467694816 38.24468590423)
801,802,MPW007285,SIG007285,FRANKFORT,POPE,US-60,0.123,24 HOURS,KYTC,1,165722323511,,POINT (-85.71666280048973 38.25680609136744)
802,803,MPW005613,SIG005613,BRECKINRIDGE,5TH,,,24 HOURS,METRO,1,166490658220,,POINT (-85.76059041648784 38.24205535829472)
803,804,MPW005831,SIG005831,JEFFERSON,3RD,KY-1020,12.638,24 HOURS,METRO,1,166943327643,,POINT (-85.75537595197791 38.25366210006076)
804,805,MPW005502,SIG005502,8TH,MAIN,US-31W,21.57,24 HOURS,KYTC,1,167041884413,,POINT (-85.76315515304049 38.25735122879765)
805,806,MPW005579,SIG005579,MAIN,7TH,US-31W,21.66,24 HOURS,KYTC,1,167054139589,,POINT (-85.76149249741421 38.25716574881142)
806,807,MPW005718,SIG005718,5TH,MARKET,US-31W,21.76,24 HOURS,KYTC,1,167162207421,,POINT (-85.7584285033636 38.25541455251885)
807,808,MPW005473,SIG005473,8TH,JEFFERSON,,,24 HOURS,METRO,1,167221885332,,POINT (-85.7636335908327 38.25457101865522)
808,809,MPW006070,SIG006070,BROOK,MARKET,US-31W,17.567,24 HOURS,KYTC,1,167640707421,,POINT (-85.75015086209619 38.25450792562526)
809,810,MPW005382,SIG005382,MARKET,ROY WILKINS,US-31W,21.356,24 HOURS,KYTC,1,168814214620,,POINT (-85.7650343063766 38.25614352435979)
810,811,MPW005375,SIG005375,JEFFERSON,ROY WILKINS,,,24 HOURS,METRO,1,168833327620,,POINT (-85.76512419536945 38.254734239640854)
811,812,MPW003048,SIG003048,CATALPA,WILSON,,,24 HOURS,METRO,1,169781011721,,POINT (-85.80236808474731 38.23160376108245)
812,813,MPW003018,SIG003018,BANK,35TH,KY-3082,0.313,24 HOURS,KYTC,1,171820370644,,POINT (-85.80432477083214 38.272403433894844)
813,814,MPW002216,SIG002216,CECIL,GREENWOOD,,,24 HOURS,METRO,1,173881026265,,POINT (-85.82111226121059 38.24418924366248)
814,815,MPW005170,SIG005170,SOUTHERN HEIGHTS,SOUTHERN,KY-1020,8.354000000000001,24 HOURS,KYTC,1,177516051605,,POINT (-85.76670947851429 38.18924315890766)
815,816,MPW005178,SIG005178,SOUTHERN,WHITNEY,KY-1020,8.674000000000001,24 HOURS,KYTC,1,178016052717,,POINT (-85.76678200109002 38.19394842031445)
816,817,MPW005966,SIG005966,CRITTENDEN,I 264 RAMP,KY-1631,0.0,24 HOURS,KYTC,1,180421342999,,POINT (-85.75072072660285 38.18867020917659)
817,818,MPW007967,SIG007967,GILMORE,POPLAR LEVEL,KY-864,10.28,24 HOURS,KYTC,1,181882527512,,POINT (-85.698306021098 38.182726708891174)
818,819,MPW003160,SIG003160,BLUEGRASS,HOBART,KY-1931,7.196000000000001,24 HOURS,KYTC,1,182450572276,,POINT (-85.79885416441914 38.17894319222169)
819,820,MPW005066,SIG005066,SOUTHLAND,3RD,,,24 HOURS,METRO,1,185336057643,,POINT (-85.7680049840775 38.17148458515685)
820,821,MPW005292,SIG005292,SOUTHLAND,SOUTHSIDE,KY-1020,6.975000000000001,24 HOURS,KYTC,1,185456057606,,POINT (-85.76471991010291 38.17114579262721)
821,822,MPW007639,SIG007639,INDIAN,PRESTON,KY-61,6.34,24 HOURS,KYTC,1,186223149514,,POINT (-85.70658171551418 38.1687640555731)
822,823,MPW005809,SIG005809,NATIONAL,PATRICK HENRY,KY-1020,4.61,24 HOURS,KYTC,1,191534535469,,POINT (-85.7538139632808 38.13927163122802)
823,824,MPW006526,SIG006526,GRADE,OUTER,KY-1065,3.19,24 HOURS,KYTC,1,194372594481,,POINT (-85.7371124399381 38.12995214866131)
824,825,MPW009028,SIG009028,PRESTON,I 265 RAMP,KY-61,1.79,24 HOURS,KYTC,1,198405144999,,POINT (-85.67452177106567 38.10869278643996)
825,826,MPW004107,SIG004107,TAYLOR,I 264 RAMP,KY-1865,5.731,24 HOURS,KYTC,1,200876392999,,POINT (-85.78343152387134 38.18955093518311)
826,827,MPW005991,SIG005991,CRITTENDEN,NEVADA,,,24 HOURS,METRO,1,201531342454,,POINT (-85.7503526766883 38.18318795827876)
827,828,MPW017863,SIG017863,CANDLEWORTH,OUTER,KY-1065,6.850000000000001,24 HOURS,KYTC,1,205321382481,,POINT (-85.78194668450378 38.12666312215502)
828,829,MPW006992,SIG006992,GRADE,WORLDPORT,,,24 HOURS,METRO,1,206552594F275,,POINT (-85.725139777351 38.1588550498996)
829,830,MPW002889,SIG002889,PARK,7TH STREET,US-60A,0.0,24 HOURS,KYTC,1,209284965590,,POINT (-85.80532825068892 38.19361887873297)
830,831,MPW006029,SIG006029,GLENGARRY,NATIONAL,KY-1020,3.45,24 HOURS,KYTC,1,211132556453,,POINT (-85.74847535946213 38.123638596860275)
831,832,MPW001400,SIG001400,LOWER HUNTERS,UPPER HUNTERS,,,24 HOURS,METRO,1,218073969670,,POINT (-85.84769045663725 38.157835862036215)
832,833,MPW001574,SIG001574,GREENWOOD,ST ANDREWS CHURCH,US-31W,11.52,24 HOURS,KYTC,1,229462653578,,POINT (-85.83958849308179 38.14349110209822)
833,834,MPW000622,SIG000622,ASHBY,BARRETT,US-31W,8.27,24 HOURS,KYTC,1,231020187039,,POINT (-85.86965499266425 38.10297090285754)
834,835,MPW001254,SIG001254,GREENWOOD,SKY BLUE,KY-1931,2.45,24 HOURS,KYTC,1,235042653601,,POINT (-85.85199606461376 38.14403478904905)
835,836,MPW000624,SIG000624,GREENBELT,RAGGARD,KY-1934,6.617,24 HOURS,KYTC,1,275218324E66,,POINT (-85.8712449709051 38.17460683492233)
836,837,MPW002673,SIG002673,LOUIS COLEMAN JR,SOUTHERN,,,24 HOURS,METRO,1,28192E9856282,,POINT (-85.81152584230377 38.23235826246322)
837,838,MPW018009,SIG018009,WOODED FALLS,OLD SHELBYVILLE,US-60,10.92,24 HOURS,KYTC,1,3162895476,,POINT (-85.52327854605814 38.24482263437658)
838,839,MPW018007,SIG018007,WYNMEADE,WINCHESTER ACRES,,,24 HOURS,METRO,1,1062D572D63,,POINT (-85.52504906657106 38.28803764873807)
839,840,MPW006842,SIG006842,BARRET,BRECKINRIDGE,,,24 HOURS,METRO,1,151280395065,,POINT (-85.7311981915335 38.240286102312105)
840,841,MPW007475,SIG007475,EASTERN,NORRIS,US-60,6.677,24 HOURS,KYTC,1,151821835459,,POINT (-85.71158371387193 38.230759828604285)
841,842,MPW007685,SIG007685,CLIFTON,FRANKFORT,US-60,0.778,24 HOURS,KYTC,1,152011185232,,POINT (-85.70613379026668 38.25361577841609)
842,843,MPW007603,SIG007603,POPLAR LEVEL,TAYLOR,KY-864,11.568,24 HOURS,KYTC,1,154135123639,,POINT (-85.70804027760649 38.199235323138026)
843,844,MPW006655,SIG006655,CAMPBELL,JEFFERSON,,,24 HOURS,METRO,1,155320924332,,POINT (-85.73626569007783 38.25158325518201)
844,845,MPW005145,SIG005145,BROADWAY,10TH,US-150,1.83,24 HOURS,KYTC,1,155490702641,,POINT (-85.76832672199461 38.2471123868248)
845,846,MPW005494,SIG005494,MAGAZINE,7TH,,,24 HOURS,METRO,1,155544128589,,POINT (-85.76307761155594 38.24819684489122)
846,847,MPW005836,SIG005836,BROADWAY,2ND,US-150,2.559,24 HOURS,KYTC,1,155630702587,,POINT (-85.75505198343677 38.24584443625369)
847,848,MPW006139,SIG006139,BRADLEY,EASTERN,US-60,4.281000000000001,24 HOURS,KYTC,1,157450637183,,POINT (-85.74707876721384 38.2124722103827)
848,849,MPW005559,SIG005559,CARDINAL,3RD,KY-1020,10.323,24 HOURS,KYTC,1,157653344643,,POINT (-85.76118180062997 38.220560362491696)
849,850,MPW005626,SIG005626,CARDINAL,2ND,KY-1020,10.32,24 HOURS,KYTC,1,157663344587,,POINT (-85.75979054435415 38.22041117758293)
850,851,MPW002839,SIG002839,DIXIE,PARK,US-31W,15.55,24 HOURS,KYTC,1,158031612496,,POINT (-85.80645590503312 38.19451882530533)
851,852,MPW007380,SIG007380,CHEROKEE,LONGEST,,,24 HOURS,METRO,1,160601100393,,POINT (-85.71408361060968 38.236180886974815)
852,853,MPW006117,SIG006117,BRECKINRIDGE,PRESTON,KY-61,12.05,24 HOURS,KYTC,1,162880657514,,POINT (-85.74832548434013 38.24073341978854)
853,854,MPW005905,SIG005905,BROOK,KENTUCKY,,,24 HOURS,METRO,1,163350707353,,POINT (-85.75301322972989 38.238219977486885)
854,855,MPW006506,SIG006506,CLAY,MARKET,US-31W,17.047,24 HOURS,KYTC,1,163841167421,,POINT (-85.74005278978008 38.25341059553122)
855,856,MPW006201,SIG006201,JEFFERSON,PRESTON,KY-61,12.885,24 HOURS,KYTC,1,163873326514,,POINT (-85.7463421883186 38.252684278420304)
856,857,MPW006468,SIG006468,CLAY,MUHAMMAD ALI,,,24 HOURS,METRO,1,164151167701,,POINT (-85.74076694790425 38.249326046990035)
857,858,MPW005860,SIG005860,GUTHRIE,2ND,KY-1020,12.634,24 HOURS,KYTC,1,164232673587,,POINT (-85.75444698696691 38.24970420242963)
858,859,MPW006254,SIG006254,CHESTNUT,JACKSON,KY-61,12.458,24 HOURS,KYTC,1,164381113329,,POINT (-85.74518012611003 38.247582673358636)
859,860,MPW006620,SIG006620,CAMPBELL,CHESTNUT,,,24 HOURS,METRO,1,164520924111,,POINT (-85.73710899979118 38.24669583148736)
860,861,MPW006230,SIG006230,BROADWAY,JACKSON,US-150,3.074,24 HOURS,KYTC,1,164760701329,,POINT (-85.74560090937985 38.24514331534163)
861,862,MPW007564,SIG007564,BELLAIRE,FRANKFORT,US-60,0.532,24 HOURS,KYTC,1,165970470232,,POINT (-85.71027445332406 38.25474278083346)
862,863,MPW005811,SIG005811,4TH,RIVER,KY-3077,0.625,24 HOURS,KYTC,1,166972304552,,POINT (-85.75624529617727 38.25869674933737)
863,864,MPW005653,SIG005653,MARKET,6TH,US-31W,21.655,24 HOURS,KYTC,1,167154214600,,POINT (-85.76008489622859 38.25559432046004)
864,865,MPW005551,SIG005551,JEFFERSON,7TH,,,24 HOURS,METRO,1,167233327589,,POINT (-85.76198103325598 38.254386617047295)
865,866,MPW005635,SIG005635,JEFFERSON,6TH,,,24 HOURS,METRO,1,167243327600,,POINT (-85.76032596540196 38.254206687484185)
866,867,MPW005994,SIG005994,1ST,MARKET,US-31W,17.669,24 HOURS,KYTC,1,167632223421,,POINT (-85.75180897961823 38.25468898979567)
867,868,MPW005948,SIG005948,1ST,LIBERTY,,,24 HOURS,METRO,1,167732223384,,POINT (-85.75220058409987 38.25253148572574)
868,869,MPW005087,SIG005087,CHESTNUT,11TH,,,24 HOURS,METRO,1,168351114189,,POINT (-85.76945974319061 38.250228181226255)
869,870,MPW003804,SIG003804,PORTLAND,26TH,KY-3064,0.445,24 HOURS,KYTC,1,170845129658,,POINT (-85.79037407914872 38.27121759477028)
870,871,MPW002210,SIG002210,BROADWAY,CECIL,,,24 HOURS,METRO,1,173420702102,,POINT (-85.82137089932506 38.25034921578564)
871,872,MPW002223,SIG002223,CECIL,GARLAND,,,24 HOURS,METRO,1,173661026248,,POINT (-85.82086579614236 38.24690257655863)
872,873,MPW005319,SIG005319,3RD,WHITNEY,,,24 HOURS,METRO,1,177996438717,,POINT (-85.76496291812144 38.19397342292049)
